RowNumber,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Complain,Satisfaction Score,Card Type,Point Earned,Exited
1893,656,Spain,Male,28,8,120047.77,1,1,1,137173.39,0,1,PLATINUM,590,0
1894,481,Spain,Female,37,8,0,2,1,0,44215.86,0,5,DIAMOND,266,0
1895,676,Spain,Male,27,4,0,1,0,1,107955.67,0,1,PLATINUM,490,0
1896,694,Spain,Female,39,9,0,2,0,0,99924.04,0,4,PLATINUM,483,0
1897,828,Spain,Male,42,10,0,1,1,1,186071.14,0,1,PLATINUM,526,0
1898,594,Spain,Female,38,7,96858.35,1,1,0,77511.45,0,1,DIAMOND,797,0
1899,579,Spain,Male,33,1,0,2,1,1,54816.57,0,3,SILVER,528,0
1900,794,Spain,Female,30,1,154970.54,1,0,1,156768.45,0,4,PLATINUM,441,0
1901,683,Spain,Male,30,1,113257.2,1,1,1,65035.02,0,2,GOLD,263,0
1902,608,Spain,Female,28,4,0,2,1,0,10899.63,1,5,PLATINUM,391,1
1903,718,Spain,Male,39,6,0,2,0,1,63889.1,0,1,SILVER,583,0
1904,838,Spain,Female,41,5,0,2,1,0,81313.51,0,1,SILVER,867,0
1905,695,Spain,Female,31,5,0,2,0,1,13998.88,0,3,GOLD,583,0
1906,751,Spain,Male,38,7,0,2,0,0,90839.61,0,3,PLATINUM,654,0
1907,678,Spain,Male,28,5,138668.18,1,1,1,54144.01,0,1,PLATINUM,408,0
1908,590,Spain,Male,37,6,169902.92,1,1,1,128256.18,0,3,GOLD,987,0
1909,670,Spain,Female,40,3,0,1,1,1,182650.15,0,5,GOLD,270,0
1910,677,Spain,Male,40,7,95312.8,1,1,1,62944.75,0,1,DIAMOND,978,0
1911,722,Spain,Female,32,4,0,2,1,1,113666.48,0,4,SILVER,630,0
1912,566,Spain,Male,32,10,147511.26,1,1,1,159891.03,0,2,GOLD,801,0
1913,610,Spain,Female,31,5,0,2,0,0,63736.36,0,2,PLATINUM,416,0
1914,535,Spain,Female,30,5,122924.75,1,0,0,62390.59,1,4,DIAMOND,244,1
1915,706,Spain,Female,53,3,0,3,0,0,88479.02,1,3,SILVER,390,1
1916,458,Spain,Male,36,5,0,2,1,0,79723.78,0,3,SILVER,428,0
1917,540,Spain,Male,37,0,120825.7,1,1,0,28257.89,0,2,GOLD,540,0
1918,631,Spain,Male,38,7,0,2,1,0,181605.85,0,3,DIAMOND,290,0
1919,750,Spain,Female,37,2,113817.06,1,0,0,88333.74,0,5,DIAMOND,998,0
1920,640,Spain,Male,37,5,158024.38,1,1,0,81298.09,0,1,GOLD,749,0
1921,647,Spain,Male,32,9,80958.36,1,1,1,128590.73,0,4,GOLD,540,0
1922,808,Spain,Male,25,7,0,2,0,1,23180.37,0,4,GOLD,387,0
1923,700,Spain,Male,29,8,0,2,0,1,152097.02,0,4,GOLD,255,0
1924,615,Spain,Male,41,1,126773.43,1,1,1,55551.26,0,2,SILVER,774,0
1925,569,Spain,Male,31,1,115406.97,1,0,0,145528.22,0,2,GOLD,992,0
1926,676,Spain,Female,64,4,116954.32,1,1,1,91149.48,0,2,GOLD,855,0
1927,601,Spain,Female,41,3,0,2,1,0,54342.83,0,5,PLATINUM,560,0
1928,605,Spain,Female,36,9,0,2,0,1,35521.63,0,2,DIAMOND,825,0
1929,752,Spain,Female,31,4,144637.86,2,1,0,40496.72,0,1,DIAMOND,383,0
1930,786,Spain,Female,34,9,0,2,1,0,117034.32,0,4,SILVER,472,0
1931,667,Spain,Male,31,5,0,2,1,1,20346.69,0,4,PLATINUM,823,0
1932,848,Spain,Male,35,5,120046.74,2,1,0,84710.65,0,5,GOLD,644,0
1933,598,Spain,Female,64,1,62979.93,1,1,1,152273.57,0,5,GOLD,291,0
1934,692,Spain,Male,46,2,0,2,1,1,105983.09,0,1,PLATINUM,345,0
1935,691,Spain,Male,35,6,0,2,0,1,178038.17,0,4,GOLD,686,0
1936,820,Spain,Female,31,2,94222.53,1,1,0,103570.8,0,1,PLATINUM,947,0
1937,724,Spain,Male,41,5,0,1,0,1,115753.94,0,5,DIAMOND,540,0
1938,665,Spain,Female,51,8,0,1,1,1,38928.48,1,2,DIAMOND,317,1
1939,579,Spain,Male,22,3,118680.57,1,1,1,49829.8,0,5,SILVER,433,0
1940,750,Spain,Female,39,6,0,2,0,0,19264.33,0,5,PLATINUM,940,0
1941,490,Spain,Female,38,3,97266.1,1,1,1,92797.23,0,4,DIAMOND,762,0
1942,563,Spain,Female,42,6,99056.22,2,1,0,154347.95,1,4,SILVER,670,1
1943,621,Spain,Female,36,7,116338.68,1,1,1,155743.48,0,2,SILVER,280,0
1944,614,Spain,Female,36,1,44054.84,1,1,1,73329.08,0,4,SILVER,869,0
1945,643,Spain,Male,35,2,0,2,0,0,67979.35,0,1,PLATINUM,538,0
1946,601,Spain,Female,20,9,122446.61,2,1,0,86791.9,0,3,PLATINUM,605,0
1947,628,Spain,Male,40,10,0,2,1,0,103832.58,0,2,SILVER,401,0
1948,583,Spain,Female,22,2,0,2,0,1,5985.36,0,5,DIAMOND,307,0
1949,586,Spain,Female,33,10,66948.67,2,1,1,140759.03,0,1,SILVER,825,0
1950,551,Spain,Male,76,2,128410.71,2,1,1,181718.73,0,1,SILVER,716,0
1951,773,Spain,Male,63,9,111179.83,1,1,1,93091.02,0,4,DIAMOND,960,0
1952,579,Spain,Male,43,2,145843.82,1,1,1,198402.37,1,2,GOLD,783,1
1953,613,Spain,Male,29,0,0,2,0,1,133897.32,0,5,SILVER,291,0
1954,573,Spain,Male,46,3,65269.23,1,0,1,189988.65,1,4,GOLD,521,1
1955,624,Spain,Male,33,6,66220.17,1,0,1,170819.01,0,5,GOLD,413,0
1956,850,Spain,Male,48,2,0,1,1,0,169425.3,1,1,GOLD,761,1
1957,643,Spain,Female,20,0,133313.34,1,1,1,3965.69,0,2,DIAMOND,948,0
1958,746,Spain,Male,49,7,0,2,0,1,10096.25,0,3,DIAMOND,479,0
1959,607,Spain,Male,28,1,135936.1,2,1,1,110560.14,0,2,SILVER,571,0
1960,588,Spain,Male,33,2,0,2,1,1,12483.56,0,1,PLATINUM,469,0
1961,691,Spain,Male,30,9,0,2,0,1,10963.04,0,1,PLATINUM,269,0
1962,640,Spain,Female,46,3,0,1,1,1,156260.08,0,1,GOLD,777,0
1963,651,Spain,Female,45,8,95922.9,1,1,0,84782.42,1,2,GOLD,591,1
1964,494,Spain,Female,41,2,69974.66,2,1,0,188426.13,1,4,SILVER,997,1
1965,774,Spain,Male,46,9,0,2,1,1,34774.26,0,2,SILVER,919,0
1966,648,Spain,Female,31,5,0,2,1,1,5199.02,0,2,DIAMOND,980,0
1967,668,Spain,Male,43,10,113034.31,1,1,1,100423.88,0,5,PLATINUM,470,0
1968,635,Spain,Male,41,1,0,2,1,0,175611.5,0,2,GOLD,796,0
1969,603,Spain,Male,30,6,129548.5,2,1,1,19282.85,0,2,SILVER,553,0
1970,785,Spain,Female,54,1,0,2,1,0,45113.92,1,5,PLATINUM,287,1
1971,567,Spain,Male,34,10,0,2,0,1,161571.79,0,5,DIAMOND,391,0
1972,449,Spain,Male,32,0,155619.36,1,1,1,166692.03,0,1,GOLD,667,0
1973,701,Spain,Male,35,10,159693.9,2,1,1,71173.64,0,3,DIAMOND,752,0
1974,613,Spain,Male,37,3,171653.17,1,0,1,5353.12,0,4,DIAMOND,512,0
1975,561,Spain,Male,28,6,123692,1,1,1,70548.96,0,4,GOLD,615,0
1976,695,Spain,Male,56,1,0,3,1,0,187734.49,1,2,DIAMOND,231,1
1977,593,Spain,Male,31,8,112713.34,1,1,1,176868.89,0,2,GOLD,710,0
1978,588,Spain,Female,35,7,0,2,1,1,108739.15,0,1,SILVER,221,0
1979,679,Spain,Male,39,6,0,2,1,0,12266.06,0,2,GOLD,702,0
1980,730,Spain,Male,38,5,118866.36,1,1,1,163317.5,0,1,DIAMOND,308,0
1981,586,Spain,Female,33,7,0,2,1,1,168261.4,0,4,SILVER,554,0
1982,567,Spain,Female,54,5,92316.31,2,1,0,158590.66,1,1,DIAMOND,916,1
1983,500,Spain,Male,38,7,0,2,0,0,192013.23,0,2,DIAMOND,870,0
1984,629,Spain,Male,31,6,132876.55,1,1,1,130862.11,0,3,PLATINUM,342,0
1985,582,Spain,Male,33,6,0,2,0,1,72970.93,0,4,DIAMOND,475,0
1986,781,Spain,Female,29,6,98759.89,1,0,0,112202.64,0,2,GOLD,494,0
1987,639,Spain,Female,35,5,136526.26,2,1,0,59653.03,0,4,GOLD,616,0
1988,677,Spain,Female,34,4,0,2,1,1,6175.53,0,4,DIAMOND,839,0
1989,592,Spain,Male,45,8,84692.5,1,0,1,67214.02,0,5,DIAMOND,551,0
1990,633,Spain,Male,42,10,0,1,0,1,79408.17,0,2,SILVER,660,0
1991,647,Spain,Male,47,10,99835.17,1,0,1,89103.05,0,3,DIAMOND,554,0
1992,497,Spain,Male,27,7,149400.27,1,0,0,167522.19,0,4,GOLD,423,0
1993,667,Spain,Male,45,3,0,2,0,0,163655.01,0,1,SILVER,814,0
1994,664,Spain,Male,32,5,133705.74,1,0,0,134455.84,0,1,SILVER,977,0
1995,427,Spain,Female,39,9,0,2,1,0,28368.37,0,2,DIAMOND,489,0
1996,707,Spain,Male,32,9,0,2,1,0,126475.79,0,2,PLATINUM,947,0
1997,590,Spain,Male,37,1,0,2,0,0,133535.99,0,2,GOLD,930,0
1998,603,Spain,Male,57,6,105000.85,2,1,1,87412.24,1,3,DIAMOND,281,1
1999,731,Spain,Female,39,2,126816.18,1,1,1,74850.93,0,1,SILVER,403,0
2000,569,Spain,Male,41,2,0,2,1,0,134272.57,0,5,SILVER,991,0
2001,684,Spain,Male,39,4,207034.96,2,0,0,157694.76,1,4,DIAMOND,800,1
2002,763,Spain,Male,37,8,0,2,1,1,933.38,0,1,DIAMOND,560,0
2003,671,Spain,Male,50,8,0,1,0,1,2560.11,0,1,GOLD,678,0
2004,592,Spain,Male,38,3,0,1,1,1,12905.89,1,1,PLATINUM,983,1
2005,666,Spain,Female,36,6,0,2,1,0,176692.87,0,3,GOLD,990,0
2006,850,Spain,Male,36,6,0,2,0,1,41291.05,0,2,SILVER,234,0
2007,622,Spain,Male,42,9,0,2,1,0,119127.06,0,5,SILVER,884,0
2008,555,Spain,Male,21,1,0,2,0,0,103901.35,0,1,DIAMOND,599,0
2009,624,Spain,Female,36,10,0,2,0,1,186180.42,0,5,GOLD,230,0
2010,698,Spain,Female,50,1,0,4,1,0,88566.9,1,3,PLATINUM,341,1
2011,720,Spain,Male,31,4,141356.47,1,0,0,137985.69,0,2,SILVER,637,0
2012,771,Spain,Female,47,3,72664,2,1,1,107874.39,0,4,GOLD,862,0
2013,548,Spain,Male,33,6,0,1,1,1,31728.35,0,4,GOLD,855,0
2014,657,Spain,Male,41,8,109402.13,1,1,1,66463.62,0,4,GOLD,988,0
2015,730,Spain,Female,39,6,140094.59,1,1,0,172450.04,1,4,GOLD,408,1
2016,477,Spain,Male,31,9,0,2,0,1,184061.17,0,1,SILVER,295,0
2017,714,Spain,Male,29,9,0,2,1,0,129192.55,0,3,DIAMOND,323,0
2018,772,Spain,Male,36,3,112029.83,1,1,1,186948.35,0,2,SILVER,776,0
2019,597,Spain,Male,38,1,0,2,1,0,41303.29,0,3,DIAMOND,476,0
2020,614,Spain,Male,66,2,0,2,0,1,180082.7,0,5,SILVER,778,0
2021,659,Spain,Male,60,2,0,1,1,0,177480.45,1,2,GOLD,365,1
2022,590,Spain,Female,51,10,84474.62,2,1,1,190937.09,0,3,PLATINUM,690,0
2023,421,Spain,Male,34,6,90723.36,1,1,1,12162.76,0,5,GOLD,417,0
2024,624,Spain,Female,34,6,0,1,1,0,582.59,1,5,PLATINUM,468,1
2025,577,Spain,Male,28,7,0,1,1,0,143274.41,0,2,SILVER,987,0
2026,695,Spain,Male,39,4,65521.2,1,1,1,1243.97,0,5,PLATINUM,494,0
2027,847,Spain,Male,31,5,0,2,1,1,76326.67,0,4,SILVER,791,0
2028,692,Spain,Female,29,4,0,2,0,0,138880.24,0,2,DIAMOND,983,0
2029,486,Spain,Male,24,1,0,1,1,0,98802.76,0,5,DIAMOND,937,0
2030,780,Spain,Male,47,7,86006.21,1,1,1,37973.13,0,1,DIAMOND,348,0
2031,500,Spain,Male,40,1,99004.24,1,1,1,152845.99,0,5,GOLD,481,0
2032,654,Spain,Female,36,2,0,2,1,1,146652.11,0,1,PLATINUM,576,0
2033,606,Spain,Female,25,3,147386.72,3,1,0,45482.04,1,5,SILVER,405,1
2034,367,Spain,Male,42,6,93608.28,1,1,0,168816.73,1,3,PLATINUM,592,1
2035,799,Spain,Male,38,2,0,2,1,1,59297.34,0,1,DIAMOND,780,0
2036,719,Spain,Female,32,7,0,1,0,0,76264.27,0,3,PLATINUM,677,0
2037,461,Spain,Female,25,6,0,2,1,1,15306.29,0,1,PLATINUM,539,0
2038,681,Spain,Male,38,2,99811.44,2,1,0,23531.5,0,1,DIAMOND,568,0
2039,606,Spain,Male,37,8,154712.58,2,1,0,89099.18,0,5,DIAMOND,577,0
2040,542,Spain,Male,37,8,0,1,1,1,807.06,0,3,GOLD,842,0
2041,597,Spain,Female,33,2,0,2,1,1,4700.66,0,3,GOLD,955,0
2042,496,Spain,Female,44,0,179356.28,2,1,0,2919.21,1,1,PLATINUM,326,1
2043,759,Spain,Male,31,8,0,2,1,1,99086.74,0,3,PLATINUM,451,0
2044,564,Spain,Male,31,0,125175.58,1,1,1,72757.33,0,5,DIAMOND,572,0
2045,562,Spain,Male,36,5,0,1,0,1,182843.24,0,5,DIAMOND,615,0
2046,621,Spain,Female,59,2,0,2,1,1,171364.18,0,4,PLATINUM,740,0
2047,603,Spain,Female,39,5,162390.52,2,1,0,54702.66,0,5,GOLD,293,0
2048,668,Spain,Female,36,3,133686.52,1,1,0,190958.48,1,3,DIAMOND,668,1
2049,767,Spain,Male,47,5,0,1,1,0,121964.46,1,5,GOLD,273,1
2050,718,Spain,Female,49,10,82321.88,1,0,1,11144.4,0,3,SILVER,843,0
2051,589,Spain,Female,27,4,0,2,1,0,144181.48,0,2,GOLD,908,0
2052,778,Spain,Male,33,5,116474.28,2,1,1,32757.55,0,2,GOLD,445,0
2053,566,Spain,Male,63,2,120787.18,2,1,1,52198.84,0,4,SILVER,803,0
2054,703,Spain,Male,31,6,0,2,1,1,67667.19,0,3,PLATINUM,975,0
2055,598,Spain,Male,34,0,104488.17,1,0,1,43249.67,0,5,SILVER,547,0
2056,670,Spain,Female,57,3,175575.95,2,1,0,99061.75,1,5,DIAMOND,843,1
2057,804,Spain,Female,38,3,124197.22,1,1,0,74692.06,0,2,PLATINUM,271,0
2058,582,Spain,Male,25,9,148042.97,2,1,0,52341.15,0,5,DIAMOND,310,0
2059,633,Spain,Female,33,4,92855.02,1,1,1,159813.18,0,3,SILVER,804,0
2060,564,Spain,Male,37,9,100252.18,1,1,1,146033.52,0,3,PLATINUM,500,0
2061,602,Spain,Male,37,3,107592.89,2,0,1,153122.73,0,3,GOLD,493,0
2062,679,Spain,Female,40,7,0,2,1,1,163757.29,0,2,GOLD,610,0
2063,639,Spain,Male,34,7,149940.04,2,0,0,156648.81,0,2,GOLD,938,0
2064,528,Spain,Female,32,0,68138.37,1,1,1,170309.19,0,2,SILVER,871,0
2065,577,Spain,Male,35,5,110080.3,1,1,1,109794.31,0,4,PLATINUM,407,0
2066,671,Spain,Male,58,1,178713.98,1,1,1,21768.21,0,4,SILVER,953,0
2067,619,Spain,Male,38,3,96143.47,1,0,0,98994.92,0,3,DIAMOND,759,0
2068,555,Spain,Male,32,10,0,2,0,1,168605.96,0,4,GOLD,606,0
2069,559,Spain,Male,34,0,0,1,1,0,182988.94,0,3,GOLD,472,0
2070,610,Spain,Female,46,5,116886.59,1,0,0,107973.44,0,1,GOLD,452,0
2071,580,Spain,Male,32,9,142188.2,2,0,1,128028.6,0,3,DIAMOND,332,0
2072,706,Spain,Male,53,7,0,2,0,1,117939.17,0,2,DIAMOND,840,0
2073,567,Spain,Male,40,8,28649.64,1,1,1,95140.62,0,2,SILVER,488,0
2074,632,Spain,Male,28,7,155519.59,1,1,0,1843.24,0,5,PLATINUM,557,0
2075,668,Spain,Male,38,1,147904.31,1,1,1,69370.05,0,3,SILVER,502,0
2076,704,Spain,Female,36,2,175509.8,2,1,0,152039.67,0,3,PLATINUM,397,0
2077,702,Spain,Male,43,6,116121.67,1,1,0,61602.42,0,2,DIAMOND,488,0
2078,650,Spain,Female,50,7,129667.77,1,0,0,42028.16,0,5,PLATINUM,485,0
2079,712,Spain,Female,30,6,0,2,1,0,152417.97,0,4,PLATINUM,472,0
2080,638,Spain,Male,34,5,146679.77,1,1,0,102179.86,0,5,DIAMOND,790,0
2081,815,Spain,Female,38,2,48387,1,1,0,184796.84,0,3,DIAMOND,243,0
2082,645,Spain,Male,38,1,68079.8,1,0,1,166264.89,0,1,PLATINUM,746,0
2083,602,Spain,Female,42,1,138912.17,1,1,1,139494.75,0,1,GOLD,759,0
2084,516,Spain,Female,31,3,0,2,1,0,124202.26,0,1,SILVER,413,0
2085,568,Spain,Female,46,3,0,2,1,1,29372.62,0,5,DIAMOND,446,0
2086,695,Spain,Male,32,9,0,3,0,1,38533.79,0,4,GOLD,475,0
2087,807,Spain,Female,28,7,165969.26,3,1,0,156122.13,1,5,PLATINUM,255,1
2088,524,Spain,Female,32,6,0,1,1,1,132861.9,1,4,PLATINUM,373,1
2089,504,Spain,Male,44,4,113522.64,1,1,1,12405.2,0,1,SILVER,947,0
2090,731,Spain,Female,26,3,0,2,1,0,37697.29,0,5,DIAMOND,271,0
2091,675,Spain,Female,40,8,79035.95,1,1,0,142783.98,1,5,GOLD,481,1
2092,657,Spain,Female,22,6,0,3,0,1,168412.07,1,5,DIAMOND,974,1
2093,446,Spain,Female,45,10,125191.69,1,1,1,128260.86,1,5,SILVER,584,1
2094,795,Spain,Male,29,4,0,2,0,0,155711.64,0,3,GOLD,902,0
2095,628,Spain,Female,55,7,0,3,1,0,85890.75,1,3,DIAMOND,791,1
2096,802,Spain,Male,40,4,0,2,1,1,81908.09,0,3,DIAMOND,841,0
2097,434,Spain,Male,55,6,0,1,0,1,73562.05,1,5,PLATINUM,821,1
2098,599,Spain,Male,25,3,0,2,1,1,120790.02,0,1,PLATINUM,488,0
2099,743,Spain,Male,25,6,0,2,1,0,129740.11,0,2,GOLD,748,0
2100,535,Spain,Male,58,1,0,2,1,1,11779.98,1,4,PLATINUM,927,1
2101,701,Spain,Male,26,5,83600.24,1,0,1,59195.05,0,2,DIAMOND,916,0
2102,749,Spain,Male,38,9,129378.32,1,1,1,13549.34,0,4,DIAMOND,633,0
2103,619,Spain,Female,56,7,0,2,1,1,42442.21,0,1,PLATINUM,652,0
2104,749,Spain,Male,36,7,0,2,0,0,80134.65,0,3,DIAMOND,936,0
2105,760,Spain,Male,38,3,91241.85,1,0,1,80682.35,0,5,GOLD,840,0
2106,669,Spain,Male,29,9,0,1,1,1,93901.61,0,5,DIAMOND,335,0
2107,612,Spain,Female,52,5,144772.69,1,0,0,98302.57,1,4,PLATINUM,818,1
2108,719,Spain,Male,44,4,0,1,0,0,84972.9,1,5,DIAMOND,582,1
2109,834,Spain,Male,40,7,0,2,0,0,45038.74,0,1,DIAMOND,886,0
2110,663,Spain,Female,33,8,96769.04,1,1,1,36864.05,0,4,GOLD,852,0
2111,765,Spain,Female,33,5,84557.82,1,1,1,69039.43,0,1,PLATINUM,927,0
2112,575,Spain,Female,22,8,105229.34,1,1,1,34397.08,0,1,GOLD,806,0
2113,744,Spain,Female,46,1,0,3,1,1,177431.59,1,4,PLATINUM,846,1
2114,595,Spain,Male,23,7,0,2,1,1,168085.97,0,5,PLATINUM,487,0
2115,526,Spain,Male,49,2,0,1,1,0,114539.67,1,2,DIAMOND,948,1
2116,709,Spain,Male,62,3,0,2,1,1,82195.15,0,4,SILVER,557,0
2117,678,Spain,Female,27,5,87099.85,2,1,0,149550.95,0,2,SILVER,957,0
2118,721,Spain,Female,33,4,72535.45,1,1,1,103931.49,0,5,GOLD,739,0
2119,729,Spain,Female,38,10,0,2,1,0,189727.12,0,1,PLATINUM,975,0
2120,433,Spain,Male,34,9,152806.74,1,1,0,19687.99,0,5,DIAMOND,398,0
2121,651,Spain,Male,42,2,143145.87,2,1,0,43612.06,0,4,SILVER,288,0
2122,577,Spain,Male,43,3,0,2,1,1,135008.92,0,2,PLATINUM,524,0
2123,678,Spain,Male,29,6,0,2,1,0,64443.75,0,3,GOLD,775,0
2124,678,Spain,Male,27,2,0,2,1,1,13221.25,0,4,GOLD,1000,0
2125,586,Spain,Female,42,2,0,1,1,0,102889.34,0,3,PLATINUM,338,0
2126,612,Spain,Male,39,5,170288.38,1,1,1,59601.15,0,4,GOLD,295,0
2127,657,Spain,Male,29,7,83889.03,1,1,0,153059.62,0,3,SILVER,682,0
2128,634,Spain,Male,52,1,0,2,1,1,176913.42,0,4,PLATINUM,928,0
2129,644,Spain,Male,18,8,0,2,1,0,59172.42,0,4,DIAMOND,975,0
2130,694,Spain,Male,39,3,0,1,1,1,95625.03,0,3,SILVER,550,0
2131,534,Spain,Male,35,4,0,2,0,0,9541.15,0,2,PLATINUM,784,0
2132,723,Spain,Male,30,1,0,3,1,0,164647.72,1,3,SILVER,421,1
2133,597,Spain,Male,43,2,85162.26,1,0,1,5104.08,1,1,SILVER,507,1
2134,801,Spain,Female,46,6,0,2,1,1,170008.74,0,3,SILVER,557,0
2135,731,Spain,Female,33,5,137388.01,2,1,0,165000.68,0,3,PLATINUM,935,0
2136,647,Spain,Male,47,5,105603.21,2,1,1,157360.9,0,1,DIAMOND,364,0
2137,517,Spain,Male,46,4,0,1,1,0,22372.78,0,1,PLATINUM,465,0
2138,507,Spain,Male,32,7,0,2,1,0,67926.18,0,5,SILVER,506,0
2139,682,Spain,Female,58,4,0,1,1,0,176036.01,0,2,SILVER,495,0
2140,629,Spain,Male,41,10,150148.51,1,0,0,6936.27,0,2,DIAMOND,799,0
2141,788,Spain,Male,36,10,109632.85,1,1,1,16149.13,0,4,GOLD,283,0
2142,622,Spain,Male,36,9,0,2,1,1,104852.6,0,3,DIAMOND,331,0
2143,585,Spain,Male,45,0,0,2,0,0,189683.7,0,3,DIAMOND,957,0
2144,668,Spain,Male,32,1,134446.04,1,0,1,111241.37,0,4,PLATINUM,503,0
2145,712,Spain,Female,29,7,77919.78,1,1,0,122547.58,0,3,SILVER,983,0
2146,678,Spain,Female,39,6,0,1,0,1,185366.56,0,4,GOLD,965,0
2147,719,Spain,Female,40,9,0,2,1,0,182224.14,0,1,GOLD,238,0
2148,722,Spain,Male,37,9,0,2,1,0,31921.95,0,4,GOLD,379,0
2149,678,Spain,Female,49,1,0,2,1,1,102472.9,0,1,GOLD,502,0
2150,786,Spain,Female,39,7,0,2,0,0,100929.59,0,3,SILVER,958,0
2151,807,Spain,Male,42,5,0,2,1,1,74900.9,0,2,DIAMOND,791,0
2152,596,Spain,Female,30,1,0,2,1,0,8125.39,0,1,DIAMOND,951,0
2153,653,Spain,Female,27,6,107751.68,2,1,1,33389.42,0,3,GOLD,563,0
2154,656,Spain,Female,41,6,101179.23,2,1,1,35230.61,0,2,GOLD,239,0
2155,750,Spain,Female,36,6,0,2,1,1,59816.41,0,3,PLATINUM,371,0
2156,651,Spain,Male,23,4,115636.05,2,1,0,70400.86,0,5,PLATINUM,710,0
2157,754,Spain,Male,40,2,160625.17,1,0,1,3554.63,0,1,DIAMOND,816,0
2158,716,Spain,Female,29,8,0,2,0,0,78616.92,0,1,DIAMOND,785,0
2159,809,Spain,Female,48,2,0,1,1,0,160976.85,1,1,GOLD,994,1
2160,774,Spain,Female,43,1,110646.54,1,0,0,108804.28,0,4,GOLD,597,0
2161,660,Spain,Male,31,1,84560.04,1,1,1,137784.25,0,1,PLATINUM,357,0
2162,730,Spain,Male,25,5,167385.81,1,1,1,56307.51,0,5,PLATINUM,452,0
2163,690,Spain,Female,48,2,0,2,1,1,3149.1,0,3,GOLD,712,0
2164,532,Spain,Female,37,5,0,2,0,1,6761.84,0,5,DIAMOND,527,0
2165,540,Spain,Male,39,2,0,2,1,0,81995.92,0,4,DIAMOND,868,0
2166,762,Spain,Female,43,5,134204.67,1,1,1,139971.01,0,4,DIAMOND,672,0
2167,504,Spain,Male,34,0,54980.81,1,1,1,136909.88,0,1,PLATINUM,475,0
2168,751,Spain,Female,37,3,99773.85,2,1,0,54865.92,0,2,PLATINUM,403,0
2169,784,Spain,Female,42,2,109052.04,2,1,0,6409.55,0,5,GOLD,985,0
2170,850,Spain,Female,55,7,0,1,0,0,171762.87,1,3,SILVER,987,1
2171,516,Spain,Female,65,9,102541.1,1,1,0,181490.42,0,4,PLATINUM,933,0
2172,469,Spain,Male,35,5,0,2,1,0,186490.37,0,4,SILVER,698,0
2173,786,Spain,Male,40,6,0,2,0,0,41248.8,0,5,PLATINUM,326,0
2174,775,Spain,Male,27,4,0,1,1,1,40807.26,0,1,DIAMOND,923,0
2175,668,Spain,Female,30,8,0,2,1,0,138465.7,0,5,PLATINUM,443,0
2176,633,Spain,Male,27,3,0,2,1,0,44008.91,0,1,SILVER,612,0
2177,727,Spain,Female,41,10,0,2,0,1,47468.56,0,5,DIAMOND,408,0
2178,749,Spain,Male,42,9,222267.63,1,0,0,101108.85,1,4,GOLD,763,1
2179,687,Spain,Female,29,7,93617.07,1,0,1,113050.92,0,2,PLATINUM,856,0
2180,622,Spain,Female,23,8,0,2,1,1,131389.39,0,3,SILVER,390,0
2181,693,Spain,Female,45,4,0,2,1,1,26589.56,0,5,SILVER,898,0
2182,450,Spain,Male,25,9,74237.2,2,0,1,195463.35,0,3,SILVER,547,0
2183,663,Spain,Female,28,8,61274.7,2,1,0,136054.45,0,4,PLATINUM,244,0
2184,575,Spain,Female,30,8,0,2,1,0,185341.63,0,3,GOLD,597,0
2185,574,Spain,Male,30,5,120355,1,1,0,137793.35,0,3,SILVER,420,0
2186,707,Spain,Female,52,7,0,1,1,0,109688.82,1,1,SILVER,533,1
2187,677,Spain,Female,34,10,171671.9,1,1,1,50777.77,0,1,DIAMOND,392,0
2188,634,Spain,Male,63,10,0,2,1,0,30772.86,1,3,DIAMOND,350,1
2189,649,Spain,Female,36,6,86607.39,1,0,0,19825.09,0,3,PLATINUM,998,0
2190,617,Spain,Male,34,9,0,2,1,0,118749.58,0,1,PLATINUM,561,0
2191,567,Spain,Male,44,9,0,2,1,0,87677.15,0,1,DIAMOND,240,0
2192,603,Spain,Male,24,1,165149.13,2,1,0,21858.28,0,1,PLATINUM,872,0
2193,617,Spain,Female,37,9,101707.8,1,1,0,123866.28,0,5,GOLD,425,0
2194,600,Spain,Female,27,6,0,2,1,1,172031.22,0,2,SILVER,292,0
2195,689,Spain,Male,73,1,108555.07,1,0,1,167969.15,0,1,PLATINUM,623,0
2196,416,Spain,Male,35,8,0,1,0,0,119712.78,0,2,DIAMOND,244,0
2197,706,Spain,Female,29,1,209490.21,1,1,1,133267.69,1,2,DIAMOND,243,1
2198,651,Spain,Male,38,2,0,3,1,0,67029.82,1,2,PLATINUM,431,1
2199,543,Spain,Male,23,5,0,2,1,0,117832.39,0,2,PLATINUM,710,0
2200,792,Spain,Female,40,7,0,1,1,0,141652.2,0,1,DIAMOND,538,0
2201,850,Spain,Male,39,8,0,2,1,1,37090.44,0,3,DIAMOND,995,0
2202,685,Spain,Male,31,7,122449.31,2,1,1,180769.55,0,5,GOLD,946,0
2203,558,Spain,Male,40,4,161766.87,1,0,0,92378.54,0,2,DIAMOND,628,0
2204,662,Spain,Female,42,6,105021.28,1,1,0,48242.38,0,4,PLATINUM,313,0
